idCiudad,Ciudad,Estado
4734,High Ridge,Missouri
4735,Excelsior Springs,Missouri
4736,Rand,West Virginia
4737,West Milford,New Jersey
4738,Graham,Kentucky
4739,Chesterville,Maine
4740,Centreville,Illinois
4741,Neshoba County,Mississippi
4742,Shoshone (county),Idaho
4743,Water View,Virginia
4744,Ward,Alabama
4745,Choctaw,Arkansas
4746,Naylor,Missouri
4747,Dunlap,Tennessee
4748,East Los Angeles,California
4749,Pine Lawn,Missouri
4750,Burnside,Kentucky
4751,Levy,Florida
4752,Cabot,Arkansas
4753,Wilderville,Oregon
4754,Garysburg,North Carolina
4755,Amelia,Virginia
4756,Bon Air,Virginia
4757,Abingdon,Maryland
4758,Roselle,New Jersey
4759,Glenmora,Louisiana
4760,Ankeny,Iowa
4761,Centreville,Mississippi
4762,Houlton,Maine
4763,Bogalusa,Louisiana
4764,Church Road,Virginia
4765,North Park,Utah
4766,Mariners Harbor,New York
4767,Burlington,Ohio
4768,Norfolk,Arkansas
4769,Biddeford,Maine
4770,Kingston,Illinois
4771,Hollister,California
4772,Loves Park,Illinois
4773,Fellsmere,Florida
4774,Eddy County,New Mexico
4775,Ariton,Alabama
4776,Coldspring,Texas
4777,Mount Laurel Township,New Jersey
4778,Flora,Mississippi
4779,Central City,Kentucky
4780,Medina County,Texas
4781,Clovis,New Mexico
4782,Fontana,California
4783,Stopover,Kentucky
4784,Creswell,Oregon
4785,Winslow Township,New Jersey
4786,North Logan,Utah
4787,Skipperville,Alabama
4788,Penn Valley,California
4789,North East,Maryland
4790,Berrien,Michigan
4791,Kittrell,North Carolina
4792,Elberta,Utah
4793,Brutus,New York
4794,Mauriceville,Texas
4795,Gamaliel,Arkansas
4796,Chicago Heights,Illinois
4797,Fairfield County,Ohio
4798,Royalton,Vermont
4799,Harrodsburg,Kentucky
4800,Dale City,Virginia
4801,Warrior,Alabama
4802,San Benito County,California
4803,Mount Clemens,Michigan
4804,Ralston,Nebraska
4805,Randolph County,West Virginia
4806,Upper Marlboro,Maryland
4807,Keaau,Hawaii
4808,Burgin,Kentucky
4809,Palm Beach Gardens (Riviera Beach),Florida
4810,Springville,New York
4811,Bristol,Pennsylvania
4812,Poteau,Oklahoma
4813,Bristol,Virginia
4814,Grovespring,Missouri
4815,Lake Hopatcong,New Jersey
4816,Grayson County,Texas
4817,Rockport,Texas
4818,Elko,Georgia
4819,Pottsboro,Texas
4820,Snow Hill,Maryland
4821,Kettering,Maryland
4822,Moonville,South Carolina
4823,Escanaba,Michigan
4824,Belvidere,Illinois
4825,New Waverly,Texas
4826,Princeton,Kentucky
4827,Fairview,Alaska
4828,Kenova,West Virginia
4829,Perry County,Tennessee
4830,Walton County,Georgia
4831,Covina,California
4832,El Dorado Hills,California
4833,Tombstone,Arizona
4834,Georgetown,Texas
4835,Lenexa,Kansas
4836,Estero ,Florida
4837,Sharon,Wisconsin
4838,Hyattsville (Adelphi),Maryland
4839,Rialto,California
4840,Gerber,California
4841,Homestead (Munhall),Pennsylvania
4842,Ringgold County,Iowa
4843,Spencer,Ohio
4844,Ellettsville,Indiana
4845,Bernalillo County,New Mexico
4846,Morrisville,Vermont
4847,Franklinville,New Jersey
4848,Kosciusko,Mississippi
4849,West Jordan,Utah
4850,Painter,Virginia
4851,Bellaire,Texas
4852,Sapulpa,Oklahoma
4853,Fort Wright,Kentucky
4854,Muscogee,Georgia
4855,Rochelle Park,New Jersey
4856,Waipahu,Hawaii
4857,Forest City,North Carolina
4858,Parowan,Utah
4859,Yorktown,Virginia
4860,Shawnee County,Kansas
4861,Hudson,Colorado
4862,West Springfield,Massachusetts
4863,Randolph,New York
4864,Barnum,Minnesota
4865,Marshfield,Missouri
4866,Montague Township,New Jersey
4867,Richmond,Illinois
4868,Junedale,Pennsylvania
4869,Vestal,New York
4870,Saint Thomas,Pennsylvania
4871,Newell,West Virginia
4872,Lake Los Angeles,California
4873,Nitro,West Virginia
4874,Vermilion Parish,Louisiana
4875,Taos,New Mexico
4876,Shepherdsville,Kentucky
4877,Saint Johnsbury,Vermont
4878,Marquette,Michigan
4879,Twin Falls,Idaho
4880,Wilkesboro,North Carolina
4881,Port Salerno,Florida
4882,Toombs County,Georgia
4883,Bulverde,Texas
4884,Gregory,Texas
4885,Enid,Oklahoma
4886,Fort Benning,Georgia
4887,Pevely,Missouri
4888,Livonia,Michigan
4889,Florida City,Florida
4890,Litchfield,Illinois
4891,Yazoo County,Mississippi
4892,Odebolt,Iowa
4893,El Jebel,Colorado
4894,Ada,Oklahoma
4895,Belltown,Washington
4896,North Kansas City,Missouri
4897,Big Beaver,Pennsylvania
4898,White Hall,Illinois
4899,Pickerington,Ohio
4900,Commerce,Georgia
4901,Woodleaf,North Carolina
4902,Hershey,Pennsylvania
4903,Prestonsburg,Kentucky
4904,Okaloosa County,Florida
4905,Rowan,North Carolina
4906,Saugus,Massachusetts
4907,Basin,Wyoming
4908,Hanover Park,Illinois
4909,Bullitt County,Kentucky
4910,Roanoke County,Virginia
4911,East Saint Louis (Washington Pk),Illinois
4912,Kaneohe,Hawaii
4913,Faulkner County,Arkansas
4914,Encinitas,California
4915,Andover,Connecticut
4916,Atlantic Beach,Florida
4917,Rosamond,California
4918,Rossville,Georgia
4919,Mayport,Florida
4920,Elkview,West Virginia
4921,Vassar,Michigan
4922,Allenhurst,Georgia
4923,Muskegon (Norton Shores),Michigan
4924,Kershaw County,South Carolina
4925,Munising,Michigan
4926,Carthage,North Carolina
4927,Homewood,Alabama
4928,Attalla,Alabama
4929,Tafton,Pennsylvania
4930,Aynor,South Carolina
4931,Cowpens,South Carolina
4932,Wanaque,New Jersey
4933,Bayou Vista,Louisiana
4934,Macomb,Michigan
4935,Canal Winchester,Ohio
4936,Appling,Georgia
4937,Alpine,Texas
4938,Grafton,North Dakota
4939,Montclair,California
4940,Hewitt,Texas
4941,Jackson,Nebraska
4942,Okatie,South Carolina
4943,Chelsea,Alabama
4944,Silvis,Illinois
4945,West Valley,Utah
4946,Seward,Alaska
4947,Kemah,Texas
4948,New Paris,Ohio
4949,Clinton (Turah),Montana
4950,Axis,Alabama
4951,Strong,Maine
4952,Pelham,Alabama
4953,Chapmanville,West Virginia
4954,Hawley,Pennsylvania
4955,Desert Springs,Arizona
4956,Monroeville,New Jersey
4957,Mechanicsville,Maryland
4958,Rice Lake,Wisconsin
4959,Weston,Wisconsin
4960,Bartholomew County,Indiana
4961,Laveen,Arizona
4962,Onamia,Minnesota
4963,Orange County,North Carolina
4964,Gibsonton,Florida
4965,Savoy,Illinois
4966,Loveland,Ohio
4967,Hughesville,Maryland
4968,Coos County,Oregon
4969,Yorktown,New York
4970,Cumberland (Lavale),Maryland
4971,Whitehall,Pennsylvania
4972,Beech Island,South Carolina
4973,Jonesville,Indiana
4974,Silver City,New Mexico
4975,Wyoming,Michigan
4976,Murray,Utah
4977,Holtville,California
4978,Madisonville,Texas
4979,Leeds,Utah
4980,Salt Lake City (Taylorsville),Utah
4981,Bell (county),Texas
4982,Corte Madera,California
4983,Bethel,Alaska
4984,Hellertown,Pennsylvania
4985,Leicester,North Carolina
4986,Panorama City,California
4987,Allyn,Washington
4988,Green Oak Township,Michigan
4989,Gainesville,Texas
4990,Delmar,Maryland
4991,Myrtle,Minnesota
4992,Cornelius,Oregon
4993,Florence,California
4994,Wildwood,Florida
4995,Reedsport,Oregon
4996,Whitewater,Wisconsin
4997,Floyd County,Georgia
4998,Stevens,Pennsylvania
4999,Granite Falls,Minnesota
5000,Newark,Indiana
5001,Grover Hill,Ohio
5002,Medon,Tennessee
5003,Fort Indiantown Gap,Pennsylvania
5004,Ephrata,Pennsylvania
5005,Loganton,Pennsylvania
5006,Denmark,Tennessee
5007,Calallen,Texas
5008,Scranton (Dunmore),Pennsylvania
5009,Cartersville,Georgia
5010,Whiteville,Tennessee
5011,Russelville,West Virginia
5012,Greene County,Indiana
5013,Douglas County,Minnesota
5014,Olathe,Kansas
5015,Prince George,Virginia
5016,Fort Mohave,Arizona
5017,Normal,Illinois
5018,Redmond,Oregon
5019,Jackson,Wyoming
5020,East Hanover,New Jersey
5021,San Luis Obispo,California
5022,White Township,Minnesota
5023,Kennedy Heights,Ohio
5024,Morris,Alabama
5025,Girard,Kansas
5026,Clyman,Wisconsin
5027,Mangonia Park,Florida
5028,Willis,Michigan
5029,Hocking County,Ohio
5030,San Fernando,California
5031,Glendale,Kentucky
5032,Gladstone,Missouri
5033,Brandon,South Dakota
5034,Bennettsville,South Carolina
5035,Davidson,North Carolina
5036,Wythe County,Virginia
5037,Birmingham,Michigan
5038,Middletown,Pennsylvania
5039,Bedford,Kentucky
5040,Apollo,Pennsylvania
5041,Seward,Pennsylvania
5042,Roe (Aberdeen),Arkansas
5043,Winston Salem (Winston-salem),North Carolina
5044,Sausalito,California
5045,Lovejoy (Brooklyn),Illinois
5046,Wonder Lake,Illinois
5047,Cabell County,West Virginia
5048,Mont Vernon,New Hampshire
5049,Farmington,Arkansas
5050,Marin City,California
5051,Clinton,Iowa
5052,Big Lake,Minnesota
5053,Johnston,Rhode Island
5054,Ellwood City,Pennsylvania
5055,Urbandale,Iowa
5056,Kent,Oregon
5057,Burns,Wyoming
5058,Emporia,Kansas
5059,Hazle Township,Pennsylvania
5060,Mount Oliver,Pennsylvania
5061,Prosperity,South Carolina
5062,Camden,Tennessee
5063,Hale County,Texas
5064,Fair Oaks,California
5065,Stillwater,Oklahoma
5066,Wapello County,Iowa
5067,Plantersville,Alabama
5068,Metamora,Indiana
5069,Absecon,New Jersey
5070,Bivalve,Maryland
5071,Milton,New York
5072,Vero Beach,Florida
5073,Exeter,New Hampshire
5074,Malaga,New Jersey
5075,Greenville,New Jersey
5076,Kansas City (Gladstone),Missouri
5077,Norfolk,Nebraska
5078,Penbrook,Pennsylvania
5079,Oswego,Illinois
5080,Williamstown,Kentucky
5081,Montgomery,Vermont
5082,Key Largo,Florida
5083,Angola,Indiana
5084,Saint George,South Carolina
5085,Clinton,Louisiana
5086,La Joya,Texas
5087,Spencer,Iowa
5088,Brighton,Alabama
5089,Adairsville,Georgia
5090,King Of Prussia,Pennsylvania
5091,Moorhead,Minnesota
5092,Buhl,Idaho
5093,Milwaukee County,Wisconsin
5094,Stuttgart,Arkansas
5095,Upper Merion,Pennsylvania
5096,Eugene,Missouri
5097,Spencer,Nebraska
5098,Santee,South Carolina
5099,Washington,Missouri
5100,Lamont,California
5101,Saint Peters,Missouri
5102,Jefferson County,Colorado
5103,Murrieta,California
5104,Raymond,Illinois
5105,Spartanburg County,South Carolina
5106,Huntington Station,New York
5107,Belle Isle,Florida
5108,Sumter County,Florida
5109,Harleyville,South Carolina
5110,Hubertus,Wisconsin
5111,Rising Sun,Maryland
5112,Bicknell,Indiana
5113,Bonneville County,Idaho
5114,Blount County,Alabama
5115,Sharonville,Ohio
5116,Coon Rapids,Minnesota
5117,Berrien County,Georgia
5118,South Glastonbury,Connecticut
5119,Columbia,Connecticut
5120,Holstein,Iowa
5121,Hancock County,Indiana
5122,Booneville,Kentucky
5123,Espy,Pennsylvania
5124,Burkeville,Virginia
5125,Nacogdoches County,Texas
5126,Mililani,Hawaii
5127,Bridge City,Texas
5128,Richmond Heights,Ohio
5129,Coplay,Pennsylvania
5130,Locust Fork,Alabama
5131,Solon,Iowa
5132,Harper Woods,Michigan
5133,Gordon,Georgia
5134,Wausaukee,Wisconsin
5135,Darby,Pennsylvania
5136,Columbia County,Pennsylvania
5137,East Longmeadow,Massachusetts
5138,Emporia,Virginia
5139,Stonington,Connecticut
5140,Spruce Pine,North Carolina
5141,Jeffersontown,Kentucky
5142,Roscoe,Pennsylvania
5143,Garden City,Kansas
5144,Dunwoody,Georgia
5145,Marina,California
5146,North Andover,Massachusetts
5147,Garland,North Carolina
5148,Mapleton,Maine
5149,Conewango,New York
5150,Hatboro,Pennsylvania
5151,Humboldt County,California
5152,Monroe,Ohio
5153,Palm Springs,Florida
5154,Spies,North Carolina
5155,Tracy,California
5156,Maricopa (county),Arizona
5157,Saint Petersburg (Treasure Island),Florida
5158,Stanley,Wisconsin
5159,Central,Louisiana
5160,Hurricane,West Virginia
5161,Ellenburg,New York
5162,Ray,Minnesota
5163,York,Maine
5164,Terrell,Texas
5165,Jonesville,South Carolina
5166,Star,North Carolina
5167,Glacier National Park,Montana
5168,Bayside,Texas
5169,Crum Lynne,Pennsylvania
5170,Lockland,Ohio
5171,Lewiston,New York
5172,Chubbuck,Idaho
5173,Evarts,Kentucky
5174,West Helena,Arkansas
5175,Fairlea,West Virginia
5176,Seagraves,Texas
5177,Hollywood (West Park),Florida
5178,Peachtree City,Georgia
5179,Bloomburg,Texas
5180,Harahan,Louisiana
5181,Laurens County,South Carolina
5182,Belton,South Carolina
5183,Oakland,Florida
5184,Miami (Richmond Heights),Florida
5185,South Jordan,Utah
5186,Stone,Kentucky
5187,Pioneer,California
5188,Florida,Florida
5189,Maumee,Ohio
5190,Dry Ridge,Kentucky
5191,Dodge County,Nebraska
5192,Lebanon,Tennessee
5193,Litchfield,South Carolina
5194,Alvarado,Texas
5195,Cameron,North Carolina
5196,Minatare,Nebraska
5197,Scott County,Kentucky
5198,Fayette County,Georgia
5199,Sun City,Arizona
5200,San Elizario,Texas
5201,Seguin,Texas
5202,White Hall,Arkansas
5203,Lodi,Wisconsin
5204,East Saint Louis (Centreville),Illinois
5205,Meraux,Louisiana
5206,Scott County,Iowa
5207,Kershaw,South Carolina
5208,Hedwig Village,Texas
5209,Ensley,Alabama
5210,Batavia,New York
5211,Castile,New York
5212,Pana,Illinois
5213,Grants Pass,Oregon
5214,Trabuco Canyon,California
5215,East Bridgewater,Massachusetts
5216,Columbia County,Georgia
5217,Belle Vernon,Pennsylvania
5218,Fremont County,Wyoming
5219,Pavillion,Wyoming
5220,Roosevelt,New York
5221,Rockland,Massachusetts
5222,Christian County,Illinois
5223,Tamassee,South Carolina
5224,Ripley County,Indiana
5225,Northfield,Minnesota
5226,Millard County,Utah
5227,Catoosa County,Georgia
5228,Malibu,California
5229,Elk Creek,Kentucky
5230,Ethete,Wyoming
5231,Prunedale,California
5232,Grabill,Indiana
5233,New Germany,Minnesota
5234,Otis,Massachusetts
5235,Whites Creek,Tennessee
5236,Cape Canaveral,Florida
5237,Waikiki,Hawaii
5238,Southeast,New York
5239,Tuskegee,Alabama
5240,Pickett County,Tennessee
5241,Lexington,Nebraska
5242,Bedford,Virginia
5243,Pleasant Grove,Alabama
5244,Leesburg,Indiana
5245,Easton,Maryland
5246,Mount Rainier,Maryland
5247,Crest Hill,Illinois
5248,West Hanover,Pennsylvania
5249,Vail,Arizona
5250,Lower Paxton,Pennsylvania
5251,Yavapai County,Arizona
5252,Rossmoor,California
5253,Hobe Sound,Florida
5254,Universal City,Texas
5255,Boring,Oregon
5256,Garrard County,Kentucky
5257,Lake Tahoe,California
5258,Gray,Kentucky
5259,Edgerton,Wisconsin
5260,Hudson,New Hampshire
5261,Essexville,Michigan
5262,Rover,Arkansas
5263,Rock,West Virginia
5264,Dilley,Texas
5265,Clifton,New Jersey
5266,Sand Gap,Kentucky
5267,Everglades City,Florida
5268,Chesterton,Indiana
5269,Old Fort,North Carolina
5270,Highland Park,Michigan
5271,North Greenbush,New York
5272,Tigerton,Wisconsin
5273,Elkhorn,Wisconsin
5274,Holmes Beach,Florida
5275,Salt Lake City (Murray),Utah
5276,Lincoln (county),Missouri
5277,Tinley Park,Illinois
5278,Berlin,New Jersey
5279,Derby Line,Vermont
5280,Taylorsville,Utah
5281,Kinde,Michigan
5282,Ross County,Ohio
5283,Vanleer,Tennessee
5284,Swansea,Massachusetts
5285,West Turin,New York
5286,Franklin,North Carolina
5287,Pinetop,Arizona
5288,Cedarville,Arkansas
5289,Belchertown,Massachusetts
5290,Morton,Illinois
5291,Saint Croix (county),Wisconsin
5292,New Middletown,Ohio
5293,Jackson County,Kentucky
5294,Gardner,Illinois
5295,Wooten,Kentucky
5296,Madison County,Tennessee
5297,Ocilla,Georgia
5298,Baldwin,New York
5299,Minot,Maine
5300,Arlington,Florida
5301,Raymondville (Santa Monica),Texas
5302,Midland,Georgia
5303,Rothschild,Wisconsin
5304,Lackawaxen,Pennsylvania
5305,Raymondville,Texas
5306,Sloan,New York
5307,Lagrange,Maine
5308,Lilburn,Georgia
5309,Swifton,Arkansas
5310,Campbell,California
5311,Neeses,South Carolina
5312,Tyngsborough,Massachusetts
5313,Twiggs County,Georgia
5314,Culpeper,Virginia
5315,Manchester,Maine
5316,Lampasas,Texas
5317,Flagler Beach,Florida
5318,Smithtown,New York
5319,Pueblo West,Colorado
5320,Gurnee,Illinois
5321,Perry,New York
5322,West Babylon,New York
5323,Cottonwood Heights,Utah
5324,Dayton (Trotwood),Ohio
5325,Pine Grove,Pennsylvania
5326,Pendleton,Oregon
5327,Hastings,Michigan
5328,Bradley County,Tennessee
5329,Trumbull County,Ohio
5330,Mineral Wells,West Virginia
5331,East Lampeter,Pennsylvania
5332,Crystal Springs,Mississippi
5333,Hudgins,Virginia
5334,Stanton,Delaware
5335,Apple Valley,Minnesota
5336,Grayson County,Virginia
5337,Grantsboro,North Carolina
5338,Palestine,Texas
5339,League City,Texas
5340,Cross Plains,Indiana
5341,Cherryville,North Carolina
5342,Keenesburg,Colorado
5343,Monticello,Indiana
5344,Killingly,Connecticut
5345,Enigma,Georgia
5346,Floresville,Texas
5347,Taunton,Massachusetts
5348,Lake Ridge,Virginia
5349,Newport,Kentucky
5350,Pylesville,Maryland
5351,Brundidge,Alabama
5352,Washougal,Washington
5353,Wellsburg,West Virginia
5354,Beebe Plain,Vermont
5355,Lake Mary,Florida
5356,Howard,Pennsylvania
5357,Mcgraws,West Virginia
5358,Hollywood,South Carolina
5359,Hobart,Oklahoma
5360,Vanceboro,North Carolina
5361,Dodge County,Georgia
5362,Blanchard,Oklahoma
5363,Upper Arlington,Ohio
5364,South Kingstown,Rhode Island
5365,Pearl City,Hawaii
5366,Merrill,Iowa
5367,Wisconsin Rapids,Wisconsin
5368,Shinnston,West Virginia
5369,Folsom,California
5370,Mecosta County,Michigan
5371,Lompoc,California
5372,Drexel Hill,Pennsylvania
5373,Casco Township,Michigan
5374,Abbott Township,Pennsylvania
5375,Ocean Township,New Jersey
5376,Berkeley County,West Virginia
5377,Spring Creek,Nevada
5378,Baldwin,Wisconsin
5379,Algodones,New Mexico
5380,Livermore,Colorado
5381,Prince Frederick,Maryland
5382,Denville,New Jersey
5383,Iuka,Mississippi
5384,Bassett,Virginia
5385,Palo Alto,Pennsylvania
5386,Seffner,Florida
5387,Wexford County,Michigan
5388,Pittsburg (Bay Point),California
5389,Cambridge City,Indiana
5390,Akron (Newstead),New York
5391,Orange,California
5392,Hoopa,California
5393,Olmito,Texas
5394,Tchula,Mississippi
5395,Newburgh,Maine
5396,Jim Wells County,Texas
5397,Butler Township,Pennsylvania
5398,Ooltewah,Tennessee
5399,Stafford,New Jersey
5400,Mcdowell County,West Virginia
5401,Whitesburg,Kentucky
5402,Hemingway,South Carolina
5403,Diamond Bar,California
5404,Chelsea,Michigan
5405,Bowie (county),Texas
5406,Park Hills,Missouri
5407,Butler County,Alabama
5408,Goodwater,Alabama
5409,Florence,Wisconsin
5410,Clarendon County,South Carolina
5411,Williamsburg County,South Carolina
5412,Warsaw,New York
5413,Richmond,Michigan
5414,Cadillac,Michigan
5415,New Braunfels,Texas
5416,Napa County,California
5417,Bryantown,Maryland
5418,East Pennsboro,Pennsylvania
5419,Walnut Park,California
5420,Leesville,Louisiana
5421,Martinsburg,West Virginia
5422,Saint Louis (Sappington),Missouri
5423,Egg Harbor,Wisconsin
5424,San Juan (county),New Mexico
5425,Medway,Maine
5426,Seven Valleys,Pennsylvania
5427,Linden,Pennsylvania
5428,Cottonwood,California
5429,Louise,Texas
5430,Pelham,Georgia
5431,Dublin,Georgia
5432,Virgil,New York
5433,Palenville,New York
5434,Dairyville,California
5435,Dunn,Wisconsin
5436,Cortland,New York
5437,Sparta,Tennessee
5438,Richton Park,Illinois
5439,Greenwood,Delaware
5440,Wrightsville,Georgia
5441,Sanbornton,New Hampshire
5442,Shady Point,Oklahoma
5443,Madill,Oklahoma
5444,Armuchee,Georgia
5445,Connell,Washington
5446,Galveston (county),Texas
5447,Frisco,Texas
5448,Kelly,North Carolina
5449,Elkins,West Virginia
5450,Sevierville,Tennessee
5451,Arden Hills,Minnesota
5452,Allegany,New York
5453,Leoni Township,Michigan
5454,Arcade,New York
5455,Whiteville,North Carolina
5456,Sheffield,Alabama
5457,Hatfield,Pennsylvania
5458,Jasper,Michigan
5459,Round Lake,Illinois
5460,Oakland County,Michigan
5461,Franklinton,Ohio
5462,Madison (North Madison),Ohio
5463,Kamiah,Idaho
5464,Fort Berthold,North Dakota
5465,Lenawee County,Michigan
5466,Walhalla,South Carolina
5467,Adel,Georgia
5468,Lawrence,New Jersey
5469,Madeira,Ohio
5470,Letart,West Virginia
5471,Winchester,Virginia
5472,Choctaw,Mississippi
5473,Bartow County,Georgia
5474,Bangor,California
5475,Union City,Tennessee
5476,Pratt,Kansas
5477,Trenton,Tennessee
5478,Chillicothe,Missouri
5479,Parker,Florida
5480,Picher,Oklahoma
5481,Tippah County,Mississippi
5482,Littleton,Colorado
5483,Culbertson,Montana
5484,Campobello,South Carolina
5485,Des Plaines,Illinois
5486,Puyallup (South Hill),Washington
5487,Zuni (Zuni Pueblo),New Mexico
5488,Altheimer,Arkansas
5489,Linda Vista ,California
5490,Pope (county),Minnesota
5491,Kern County,California
5492,Atlantic Beach,South Carolina
5493,East Providence,Rhode Island
5494,Rahway,New Jersey
5495,East Falmouth,Massachusetts
5496,Caledonia,Wisconsin
5497,Cooper County,Missouri
5498,Westcliffe,Colorado
5499,Newton,Kansas
5500,Kanawha City,West Virginia
5501,Joppa,Alabama
5502,Pacific Grove,California
5503,Brockport,Pennsylvania
5504,Arcadia,California
5505,Augusta (Martinez),Georgia
5506,Farmington,Utah
5507,Coos (county),Oregon
5508,Silver Creek,Georgia
5509,Raleigh,Mississippi
5510,Dewitt,New York
5511,Smith County,Mississippi
5512,Mount Holly,Vermont
5513,Benewah County,Idaho
5514,Logan Heights,California
5515,Roane County,West Virginia
5516,Poinciana,Florida
5517,Powell,Tennessee
5518,Kodiak,Alaska
5519,Helen,Georgia
5520,Mount Zion,Illinois
5521,Ranlo,North Carolina
5522,Carthage,Tennessee
5523,Buttonwillow,California
5524,Guilford,Vermont
5525,Turtle Creek,Pennsylvania
5526,Fort Defiance,Virginia
5527,Scarborough,Maine
5528,Plumsted,New Jersey
5529,Mcalester (Bache),Oklahoma
5530,Lincoln,Delaware
5531,Rockton,Illinois
5532,Sandersville,Georgia
5533,Inez,Kentucky
5534,Englewood,Tennessee
5535,Upper Lake,California
5536,Rubidoux,California
5537,Weatherford,Texas
5538,Elgin,South Carolina
5539,Booneville,Arkansas
5540,Slocomb,Alabama
5541,Port Allegany,Pennsylvania
5542,Conestoga,Pennsylvania
5543,Wilkes County,Georgia
5544,Mexico,Maine
5545,Calhoun,Georgia
5546,Red Hook,New York
5547,Sedgwick County,Kansas
5548,Fullerton,California
5549,Crawford County,Georgia
5550,White Plains,New York
5551,Loudonville,New York
5552,Portland,Tennessee
5553,Marianna,Florida
5554,Taylor,Arizona
5555,Midway,Kentucky
5556,Summit,Mississippi
5557,Navasota,Texas
5558,North Providence,Rhode Island
5559,Dimmitt,Texas
5560,Wagoner County,Oklahoma
5561,Lamar,Arkansas
5562,Randolph,Maine
5563,Stokes County,North Carolina
5564,Grand Lake Stream,Maine
5565,Grand Terrace,California
5566,Clarks Summit,Pennsylvania
5567,Hood River County,Oregon
5568,Westminster,California
5569,Duxbury,Vermont
5570,Morro Bay,California
5571,Bingham County,Idaho
5572,Arnaudville,Louisiana
5573,Chaves (county),New Mexico
5574,Brooksville,Kentucky
5575,Sturgeon Lake,Minnesota
5576,Barling,Arkansas
5577,Placerville,California
5578,Framingham,Massachusetts
5579,Davis Islands,Florida
5580,Blain,Pennsylvania
5581,Burnet County,Texas
5582,Amsterdam,New York
5583,Platte County,Missouri
5584,Caseyville,Illinois
5585,Dunkirk,New York
5586,Coos Bay,Oregon
5587,Alabaster,Alabama
5588,Prosser,Washington
5589,Colfax,Wisconsin
5590,Kenilworth,New Jersey
5591,Pike County,Missouri
5592,Riverhead,New York
5593,Sherman,New York
5594,Garberville,California
5595,Centralia,Missouri
5596,Townshend,Vermont
5597,Dallas County,Alabama
5598,Richmond Hill,Georgia
5599,Mill Valley,California
5600,Scott County,Minnesota
5601,Galax,Virginia
5602,Hapeville,Georgia
5603,Chancellor,Alabama
5604,Hood River,Oregon
5605,Springfield,Michigan
5606,McMinnville,Tennessee
5607,Cass Lake,Minnesota
5608,Middlebury,Vermont
5609,Monroe County,Arkansas
5610,Greensboro,Georgia
5611,Essex,Missouri
5612,Haysville,Kansas
5613,Elberta,Alabama
5614,Ripley,West Virginia
5615,Yellville,Arkansas
5616,Artesia,New Mexico
5617,Brookings,South Dakota
5618,Tulare County,California
5619,Harrisburg,Missouri
5620,Bryant,Alabama
5621,Redwood Valley,California
5622,Bloomingdale,Michigan
5623,Pipe Creek,Texas
5624,Saint Francis,Wisconsin
5625,Olmsted Township,Ohio
5626,Nebraska City,Nebraska
5627,Mountain View,Alaska
5628,Heber City,Utah
5629,Buffalo City,Wisconsin
5630,Marietta,Washington
5631,Aromas,California
5632,Islandton,South Carolina
5633,Elsa,Texas
5634,Wildwood,Missouri
5635,El Paso (Horizon City),Texas
5636,Armstrong,Texas
5637,Effort,Pennsylvania
5638,Alexander,Arkansas
5639,Del Rio,Texas
5640,Grand Meadow,Minnesota
5641,Polk County,North Carolina
5642,Hayden,Idaho
5643,Salem,New York
5644,Mccarthy,Alaska
5645,Wise County,Virginia
5646,Dix,Illinois
5647,Folly Beach,South Carolina
5648,West Union,Iowa
5649,Rye Brook,New York
5650,Hawk Point,Missouri
5651,Mclennan County,Texas
5652,Newcastle,Oklahoma
5653,Bethlehem,Georgia
5654,Ottawa,Kansas
5655,South El Monte,California
5656,North Bend,Washington
5657,Cornwall-on-Hudson,New York
5658,Washington (Goldsby),Oklahoma
5659,Spotsylvania County,Virginia
5660,Dingess,West Virginia
5661,Norton,Virginia
5662,Flemington,Georgia
5663,Potosi,Wisconsin
5664,Blitchton,Georgia
5665,South Orange,New Jersey
5666,Powell,Wyoming
5667,Lake City,Georgia
5668,Norwood,Illinois
5669,Mount Olive,North Carolina
5670,Claxton,Georgia
5671,Magnolia,Arkansas
5672,Ector,Texas
5673,Sneads,Florida
5674,Bellvue,Colorado
5675,Pamplico,South Carolina
5676,Tatum,Texas
5677,Newburgh,Indiana
5678,Swanton,Vermont
5679,Jonesville,Louisiana
5680,Fort Lee,Virginia
5681,Sevier County,Tennessee
5682,Albion,Michigan
5683,Burlington,Kentucky
5684,Wantagh,New York
5685,Huber Heights.,Ohio
5686,Ramapo,New York
5687,Gordonville,Pennsylvania
5688,Leola,Pennsylvania
5689,Cromwell,Indiana
5690,Brookville,Indiana
5691,Varnville,South Carolina
5692,Willow Beach (White Hills),Arizona
5693,Pace,Florida
5694,Latonia,Kentucky
5695,Prince George County,Virginia
5696,Epping,New Hampshire
5697,Cerro Gordo,North Carolina
5698,Newburgh Heights,Ohio
5699,Lancaster,Ohio
5700,Dekalb County,Alabama
5701,Wade,Mississippi
5702,Lafourche Parish,Louisiana
5703,Bovill,Idaho
5704,Pataskala,Ohio
5705,Carterville,Illinois
5706,Lansing,New York
5707,Milton (Pace),Florida
5708,Centennial,Wyoming
5709,Palmer,Alaska
5710,Waimanalo,Hawaii
5711,Greenville,Kentucky
5712,Mill Creek,Delaware
5713,Saint Gabriel,Louisiana
5714,Clarke (county),Mississippi
5715,Wawarsing,New York
5716,South Valley,New Mexico
